ID Chamado,TÍTULO,CATEGORIA COMPLETA,,,
6296,Pequenos reparos CSC,Elétrica > Iluminação,,,
6300,Goteira reincidente que atinge o monitor há mais de uma ano....,Estrutura Predial > Infiltração,,,
6303,Vazamentos em sanitários e Lâmpadas queimadas,Hidrossanitária > Hidráulica,,,
6309,Ar-condicionado com defeito,Climatização > Ar condicionado,,,
6321,Pingueira em mesa de computador na sala dos professores 1,Estrutura Predial > Infiltração,,,
6329,Instalação de tomada para impressora,Elétrica > Instalações elétricas,,,
6359,Houve um incidente com o chaveiro do depósito de materias da UFSB: o c,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6365,Aparelho de ar condicionado do setor de apoio administrativo,Climatização > Ar condicionado,,,
6386,Maçaneta da sala 4,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6387,ar condicionados das salas de reunião da sala dos professores (em frente à SECAD),Climatização > Ar condicionado,,,
6399,01 transformador para utilizar a impressora. Biblioteca CJA,Elétrica > Instalações elétricas,,,
6400,Troca de Fechadura,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6402,Manutenção preventiva - Instalações Elétricas,Manutenção Preventiva > Vistoria em Instalações,,,
6403,O ventilador da sala 4 não está funcionando.,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
6407,Solicito a instalação de 3 câmeras para o sistema de vigilância no pav,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
6408,Solicito a instalação de uma tomada na sala da DINFRA para ligar micro,Elétrica > Instalações elétricas,,,
6435,O Ar condicionado(Eletrolux) do Setor de Apoio à infraestrutura não es,Climatização > Ar condicionado,,,
6441,"O disjuntor que acende a luz do corredor e dos banheiros quebrou, prec",Elétrica > Iluminação,,,
6443,Freezer CFCTA descongelando,Elétrica > Instalações elétricas,,,
6444,Lâmpadas,Elétrica > Iluminação,,,
6454,Conserto Portão Almoxarifado,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6455,"Solicito verificação/manutenção das tomadas da Sala de aula 05 do CJA,",Elétrica > Instalações elétricas,,,
6456,"Prezados,  Após reclamação por parte de uma usuária do sanitário femin","Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6457,Solicito manutenção na fechadura do sanitário masculino do Pav. Admini,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6459,Substituição e colocação de peças,Elétrica > Iluminação,,,
6463,Solicito a abertura da porta da sala de aula 05 do pavilhão de aulas.,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6484,O ar-condicionado da sala da Secretaria do Reitor apresenta problema.,Climatização > Ar condicionado,,,
6508,"Gostaria que verificasse a tomada na sala de Assessoria de Avaliação,",Elétrica > Instalações elétricas,,,
6512,Solicito manutenção do trinco da porta do CJA.,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6519,Limpeza de Reservatórios da UFSB,Manutenção Preventiva > Reservatório,,,
6524,SINALIZAÇÃO DE VAGAS ESTACIONAMENTO - CJA,Estrutura Predial > Pintura,,,
6530,Solicitamos revisão do aparelho de ar conficionado do gabinete...,Climatização > Ar condicionado,,,
6531,Ar condicionado da sala da secretaria não está funcionando.,Climatização > Ar condicionado,,,
6536,Manutenção de Ar Condicionado - Sala Acadêmica,Climatização > Ar condicionado,,,
6537,Manutenção de Ar Condicionado - Torre 12,Climatização > Ar condicionado,,,
6538,Luminárias da Biblioteca,Elétrica > Iluminação,,,
6539,Aparelho de ar condicionado não funciona.,Climatização > Ar condicionado,,,
6541,manutenção,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6542,Favor consertar o ar condicionado na sala 05 do prédio de Reitoria.,Climatização > Ar condicionado,,,
6543,troca,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6546,layout,Projetos e Reformas > Reforma,,,
6551,CONSERTO DE PERSIANA,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6560,Fixação de 02 parafusos,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
6562,Instalação de   porta papel  toalha /Sabonete,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
6575,Bicho preso no ar condicionado,Climatização > Ar condicionado,,,
6580,manutenção dos banheiros,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
6586,Banheiro feminino,Hidrossanitária > Hidráulica,,,
6587,-Solicito substituição de 2 lâmpadas e reator na área de circulação. -,Elétrica > Iluminação,,,
6600,Solicito a reposição dos forros das salas 05 e 06 do pavilhão de aulas,Estrutura Predial > Forro,,,
6609,Urgente: As tomadas da sala coordenação prosis não estão funcionando.,Elétrica > Instalações elétricas,,,
6614,Problemas com a boia elétrica da caixa d’água do pavilhão de aulas. A,Hidrossanitária > Hidráulica,,,
6617,Solicito troca de quadro branco na sala do apoio administrativo - desi,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
6625,Solicito a verificação/manutenção do bebedouro na entrada do pavilhão,Hidrossanitária > Hidráulica,,,
6629,Solicitação,Estrutura Predial > Pintura,,,
6635,Problemas recorrentes no aparelho de ar condicionado... não funciona..,Climatização > Ar condicionado,,,
6646,Solicito a verificação da rede elética do Pav Administrativo do CJA.,Elétrica > Iluminação,,,
6662,Manutenção de fechadura,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6668,Solicito revisão de 02(dois) ventiladores de parede que estão sem func,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
6669,Solicito revisão dos refletores (02) de iluminação das áreas de acesso,Elétrica > Iluminação,,,
6670,Solicito revisão das lâmpadas de iluminação dos corredores e salas de,Elétrica > Iluminação,,,
6671,Solicito revisão elétrica das tomadas e lâmpadas da sala de apoio ( As,Elétrica > Iluminação,,,
6672,"Solicito para sala de apoio do Assistente Operacional, a instalação de","Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6673,Solicito limpeza e troca de filtro do bebedouro tipo coluna do CUNI.,Hidrossanitária > Hidráulica,,,
6689,Solicito a revisão de 02 luminárias na sala 2. Devido o vazamento da c,Elétrica > Iluminação,,,
6692,Falha nos dados apresentados pelo nobreak ITNBG31,Elétrica > Nobreak,,,
6703,Solicito manutenção no trinco da porta do apoio acadêmico. Manutenção,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6735,"Solicito uma vistoria no ar condicionado da DIRAD, pois a evaporadora",Climatização > Ar condicionado,,,
6740,Substituição de 01 caixa d'água de 1000L que está quebrada. Substituiç,Hidrossanitária > Hidráulica,,,
6741,Solicito a instalação de um projetor na sala pentagonal. A necessidade,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
6755,Solicito o projeto elétrico e detalhes dos drenos para a instalação do,Climatização > Ar condicionado,,,
6758,"Verificação do Ar condicionado da Sala 12 do Pav. de Aulas - CJA, não",Climatização > Ar condicionado,,,
6759,Solicito a vistorias de 03 portas no Sanitário feminino do Pav. de Aul,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6767,Ar condicionado,Climatização > Ar condicionado,,,
6769,A lâmpada da secretaria executiva está queimada.   Obrigada!,Elétrica > Iluminação,,,
6774,Troca de lâmpada na sala de Programação Visual de Multimídia da ACS.,Elétrica > Iluminação,,,
6777,Solicito revisão da parte elétrica das lâmpadas do Mezanino 2 - Pav. A,Elétrica > Iluminação,,,
6778,Solicito reparo do Forro da Sala de Reunião do Mezanino 2 (Foto em ane,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
6780,Recolação do Portão de ferro na área adjacente ao decanato,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6783,A lampada da sala 2 onde fica minha mesa esta queimada. grata!,Elétrica > Iluminação,,,
6793,"Prezados,  Algo está cheirando a queimado na Secretaria Executiva, ach",Climatização > Ar condicionado,,,
6794,"Prezados,   A lâmpada da Secretaria Executiva está queimada desde a se",Elétrica > Iluminação,,,
6800,lampadas queimadas na sala de aula 2,Elétrica > Iluminação,,,
6826,Solicito revisão nos 2 refletores da fachada do prédio da reitoria.,Elétrica > Iluminação,,,
6829,Lâmpadas Queimadas,Elétrica > Iluminação,,,
6834,Solicito troca de 1 lâmpada tubular da sala de aula 01 do Pav. de Aula,Elétrica > Iluminação,,,
6840,Luciana Rosa Batista,Climatização > Ar condicionado,,,
6841,Luciana Rosa Batista,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6850,Solicitamos a gentileza de disponibilizar transformador na sala da sec,Suprimentos / Apoio Técnico > Materiais,,,
6880,Limpeza do aparelho de ar condicionado,Climatização > Ar condicionado,,,
6916,Solicito para melhor adequação dos equipamentos eletrônicos em sala de,Elétrica > Instalações elétricas,,,
6917,Solicito para melhor adequação dos equipamentos eletrônicos em sala de,Elétrica > Instalações elétricas,,,
6922,Substituição de TV destinada a reuniões da Diretoria.,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
6925,Solicito a substituição do assento do vaso do sanitário PNE do pavimen,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
6927,Instalação de TV na sala da PROTIC-SISTEMAS OBS: Equipamento no local,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
6930,Reparo em Porta de Almoxarifado,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
6939,Solicito para melhor adequação dos equipamentos eletrônicos em sala de,Elétrica > Instalações elétricas,,,
6940,"Prezados em virtude do período de matricula nos CUNI Coaraci, Ibicaraí",TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
6980,* Solicito substituição de 03 válvulas de descarga no banheiro feminin,Hidrossanitária > Hidráulica,,,
6986,Solicito 10 reatores para lâmpadas.,Elétrica > Iluminação,,,
2025011472,Recarga de extintores - CJA - NUPED,Manutenção Preventiva > Extintor,,,
7017,Instalar claviculário,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
7018,Problema no condicionador de ar na sala 01 dos professores,Climatização > Ar condicionado,,,
7055,Solicito a mudança de local da condensadora do ar-condicionado da sala,Climatização > Ar condicionado,,,
7059,Solicito a fixação da porta de um box do Vestuário feminino do Pav. Ad,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
7060,Solicito verificação no aparelho de Wifi do auditório pois o mesmo enc,Elétrica > Instalações elétricas,,,
7061,Solicito a limpeza e troca do filtro do bebedouro do CUNI Itabuna.,Hidrossanitária > Hidráulica,,,
7062,Janela da sala de coordenação da PROSIS está emperrada e não fecha. Es,Climatização > Ar condicionado,,,
7073,reatores e lâmpadas,Elétrica > Iluminação,,,
7105,Ar-condicionado da sala de máquinas,Climatização > Ar condicionado,,,
7135,Pintura,Estrutura Predial > Pintura,,,
7136,limpeza do ar condicionado.,Climatização > Ar condicionado,,,
7171,Ar condicionado deu defeito e começou a jogar água dentro da sala.,Climatização > Ar condicionado,,,
7224,Solicito vistoria/manutenção para porta de vidro da Secretaria Executi,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
7227,Solicito troca do interruptor das lâmpadas do Mezanino 1 - Sala dos Co,Elétrica > Iluminação,,,
7232,Solicito manutenção/troca do Transformador da Sala de Apoio à Infraest,Elétrica > Instalações elétricas,,,
7264,Solicito manutenção e extensão dos canos que recolhem a água sai dos c,Climatização > Ar condicionado,,,
7265,Solicito 02 Transformadores para utilizar em impressoras.,Elétrica > Instalações elétricas,,,
7266,Em virtude da nova divisão do Laboratório Multiusuário do CF-TCI local,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,
7267,Em virtude da nova divisão do Laboratório Multi usuário do CF-TCI loca,Elétrica > Instalações elétricas,,,
7268,Solicito fixação da tubulação de rede elétrica e dados removidos para,Elétrica > Instalações elétricas,,,
7277,"Por gentileza, fazer uma mudança de ponto energia na mesa de um servid",Elétrica > Instalações elétricas,,,
7283,Solicito manutenção do dreno do ar condicionado da Sala 06 que está va,Climatização > Ar condicionado,,,
7299,Luciana Rosa Batista,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
7317,Conserto de Infiltração Deposito Patrimônio da Reitoria,Estrutura Predial > Infiltração,,,
7318,Ponto de rede da servidora Camila Calhau no setor da Prosis com probl,Outros > Erro de chamado,,,
7319,Banheiros,Hidrossanitária > Hidráulica,,,
7404,O Freezer que é utilizado para guardar material de pesquisas (camarões,Outros > Erro de chamado,,,
7411,Luciana Rosa Batista,Climatização > Ar condicionado,,,
7414,Solicito manutenção dos armarios baixos utilizados nas salas de aula:,"Instalação de Acessórios e Mobiliário > Instalação/Reparo de Equipamentos, Acessórios e Mobiliários",,,
7448,"Boa tarde, gostaria de habilitar o ponto de rede A011 da progeac.",Estrutura Predial > Alvenaria / Pisos / Estrutura,,,
7453,INSTALAÇÃO ELÉTRICA PARA LIGAR TELEVISÃO,Elétrica > Instalações elétricas,,,
7460,Lâmpadas para as Ocas,Elétrica > Iluminação,,,
7461,Iluminação de Corredores e salas de Aula,Elétrica > Iluminação,,,
7468,Concerto da base da bomba de detritos,Hidrossanitária > Bomba,,,
7477,Limpeza do aparelho de ar condicionado.,Climatização > Ar condicionado,,,
7479,Troca de Disjuntor,Manutenção Preventiva > Quadros Elétricos,,,
7481,Manchas de infiltração,Estrutura Predial > Infiltração,,,
7482,Serviço na Primaria e Substação,Elétrica > Subestação,,,
7487,Fechadura com defeito,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,
7523,Banheiro feminino,Estrutura Predial > Infiltração,,,
7548,Luciana Rosa Batista,Climatização > Ar condicionado,,,
7565,Revisão de telhado,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,
7574,"Prezados,  Informo que o estacionamento da Reitoria encontra-se com il",Elétrica > Iluminação,,,
7581,Solicito vistoria/manutenção para os transformadores 220v/110v do Meza,Elétrica > Instalações elétricas,,,
7598,Solicito ajuste nas placas que compõe o forro da Sala 05 - Pav. de aul,Estrutura Predial > Forro,,,
7599,Solicito limpeza/ manutenção do aparelho de ar da Secretaria Executiva,Climatização > Ar condicionado,,,
7611,Instalação de luminárias na biblioteca,Elétrica > Iluminação,,,
7616,Verificar o aterramento dos Nobreaks da sala técnica,Elétrica > Instalações elétricas,,,
7633,Chave fusível,Elétrica > Subestação,,,
7640,Solicito a Instalação de um bebedouro no CUNI Ibicaraí,Hidrossanitária > Hidráulica,,,
