ID Chamado,TÍTULO,DATA E HORA ABERTURA,STATUS,,,,CAMPUS,,,,,CATEGORIA COMPLETA,,,,Valor do chamado,,,,Latitude x Longitude Geral,,DESCRIÇÃO GLPI,TÍTULO O.S.M.,DESCRIÇÃO O.S.M.,Classificação IA,,Avaliação (%),Executor,Criticidade Atribuída por IA
2023070152,Instalação de pontos de rede,2023-07-05 19:33,Fechado,,,,Campus Sosígenes Costa,,,,,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,,0,,,,"-16.424657613462742, -39.135949237122865",,"Solicito a instalação de 4 pontos de rede no espaço conectividade da biblioteca no lado direito do referido espaço. Já que onde os pontos estão localizados atualmente (à esquerda do espaço), recebem incidência de forte luz solar, o que tem danificado os computadores alocados no local. Fato atestado pela equipe de TIC.",,,Climatização > Ar condicionado,,0.98,LSTM,Baixa
2023070174,Ar Condicionado com problema (ERRO),2023-07-06 09:53,Fechado,,,,Campus Jorge Amado,,,,,Climatização > Ar condicionado split,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Ao ligar o ar condicionado hoje o mesmo apresentou mensagem de ERRO (E3), não sendo possível executar nenhuma outra função posteriormente via controle (inclusive desligar). O Ar não está funcionando desde então.
* Ontem ao longo do dia o ar condicionado em questão funcionou normalmente.",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.39,LSTM_BAIXA_CONF,Baixa
2023070218,COLOCAR QUADROS NA PAREDE DA SALA DO PRÓ-REITOR E DA PROEX,2023-07-07 09:37,Fechado,,,,Reitoria,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Prezados (as)

Bom dia! Pedimos a gentileza de providenciarem colocar quadro na sala do Pró-reitor (se tiverem pregos pequenos agradecemos) e na sala da Proex (fita de parede, temos de um tipo aqui).

Agradecemos a atenção.

Luciana Rosa
Secretária Executiva da PROEX",,,Elétrica > Instalações elétricas,,0.64,LSTM_BAIXA_CONF,Baixa
2023070219,Tomada e iluminação em curto,2023-07-07 09:40,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Bom dia,

Solicito atendimento urgente, para as salas 204 / 208, as mesmas estão com tomadas em curto afetando a iluminação que apaga.",,,Elétrica > Instalações elétricas,,0.66,LSTM_BAIXA_CONF,Baixa
2023070220,Curto em tomadas,2023-07-07 09:42,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Bom dia,

Solicito verificação nas tomadas do auditório e recepção, as mesmas encontram-se em curto.",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.25,LSTM_BAIXA_CONF,Baixa
2023070227,Instalação saboneteira,2023-07-07 10:48,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.77147998352185, -39.23434744042999",,Solicito instalação de saboneteira no sanitário PNE próximo a biblioteca. O equipamento já está no local,,,Área Externa e Ambiental > Manutenção área externa / meio ambiente,,0.43,LSTM_BAIXA_CONF,Baixa
2023070228,Supressão Vegetal,2023-07-07 10:34,Fechado,,,,Campus Paulo Freire,,,,,Área Externa e Ambiental > Manutenção área externa / meio ambiente / Poda de árvore / Roçagem,,,,3342.4,,,,"-17.534828808942148, -39.72394543442796",,"Prezados,

Em virtude da execução das obras do Contrato 04/2023, solicito a supressão vegetal de 6 unidades arbóreas que se encontram no espaço locado para construção da Subestação e do Canteiro de Obras no Complexo 2 do CPF. Por fim, para ajudar no dimensionamento da demanda, seguem algumas imagens do local.

Desde já, agradeço.

Saudações,",Supressão vegetal para execução de obras; Complementar de supressão vegetal para execução de obras,Supressão vegetal para execução de obras; Complementar de supressão vegetal para execução de obras,Estrutura Predial > Forro,,0.17,LSTM_BAIXA_CONF,Baixa
2023070233,gesso danificado,2023-07-07 11:43,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Forro,,,,0,,,,"-17.534235850278133, -39.724091821208056",,"Bom dia, prezados.

Solicito avaliação do gesso danificado.

Cordialmente.",,,Elétrica > Iluminação,,0.9,LSTM_BAIXA_CONF,Baixa
2024080239,Instalação de Refletores no ponto de Ônibus da Portaria da CEPLAC,2024-08-16 09:22,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Iluminação,,,,0,,,,"-14.77147998352185, -39.23434744042999",,Solicito instalação de refletores para iluminar a área do ponto de ônibus e portaria na CEPLAC.,,,Hidrossanitária > Hidráulica,,0.66,LSTM_BAIXA_CONF,Baixa
2023070241,Solicito a execução de 05 pontos de água para torneira de jardim na ár,2023-07-07 14:02,Fechado,,,,Campus Paulo Freire,,,,,Hidrossanitária > Hidráulica,,,,456.51,,,,"-17.534828808942148, -39.72394543442796",,"Solicito a execução de 05 pontos de água para torneira de jardim na área externa do Complexo 2, nas proximidades do Núcleo Pedagógico.
Material:
30m de tubo agua fria 25mm
08 joelhos LR 25mm/20mm
15 tê de 25mm
15 joelhos de 25mm
05 torneiras de jardim
02 fitas veda rosca",Material para execução de pontos de água,Material para execução de pontos de água,Estrutura Predial > Forro,,0.31,LSTM_BAIXA_CONF,Baixa
2023070246,Manutenção do gesso.,2023-07-10 10:59,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Forro,,,,0,,,,"-17.534583079307623, -39.723940092553796",,"Solícito a manutenção do gesso que se encontra rachaduras.
No laboratório de Habilidades 3.",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.57,LSTM_BAIXA_CONF,Baixa
2023070255,fixação de suporte em armário,2023-07-10 16:23,Fechado,,,,Reitoria,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.788316740297745, -39.27483123836992",,solicito fixação de suporte em armário na pró-reitoria de planejamento,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.96,LSTM,Baixa
2023070259,"Instalação de ""Dispenser""  ( saboneteiras) em consultórios I,II, III,IV,V,VI,VII. VIII,IX,",2023-07-11 06:51,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-17.534828808942148, -39.72394543442796",,"Instalação de ""Dispenser"" ( saboneteiras) em consultórios I,II, III,IV,V,VI,VII. VIII,IX",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.35,LSTM_BAIXA_CONF,Baixa
2023070260,Pintura interna,2023-07-11 06:54,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-17.534828808942148, -39.72394543442796",,"Pintura interna da guarita, complexo II",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.3,LSTM_BAIXA_CONF,Baixa
2023070267,SOLICITAÇÃO DE PINTURA GUARITA - CFCS,2023-07-11 09:45,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-17.534828808942148, -39.72394543442796",,ENVIO EM ANEXO FOTOS DE PONTOS DO ESPAÇO DA GUARITA QUE PRECISA DE REPAROS EM PINTURA.,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.44,LSTM_BAIXA_CONF,Média
2023070268,Substituição do assento do vaso sanitário,2023-07-11 10:25,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,37.81,,,,"-14.770309469288907, -39.23560995592077",,"Bom dia.

Solicito a substituição do assento do vaso sanitário, do banheiro masculino do segundo andar, do Núcleo Pedagógico.

Atenciosamente,

Matias Costa de Oliveira",Substituição de assento de vaso sanitário,Substituição de assento de vaso sanitário,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.27,LSTM_BAIXA_CONF,Baixa
2023070271,Retirada de areia,2023-07-11 13:56,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.770309469288907, -39.23560995592077",,Solicito a retirada do monte areia do estacionamento do CJA. O material é sobra deixada pela MEIR.,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.56,LSTM_BAIXA_CONF,Baixa
2023070272,Raspagem de piso,2023-07-11 13:57,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.770309469288907, -39.23560995592077",,Solicito a raspagem do piso da sala dos professores e da sala do decanato do CFCaf.,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.68,LSTM_BAIXA_CONF,Baixa
2023070273,Trava janela,2023-07-11 14:00,Fechado,,,,Campus Jorge Amado,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-14.77147998352185, -39.23434744042999",,Verificar a trava da janela da Sala do Apoio Administrativo,,,Climatização > Ar condicionado,,0.98,LSTM,Baixa
2023070275,Adequação dreno do ar condicionado,2023-07-11 14:37,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,614.26,,,,"-14.77147998352185, -39.23434744042999",,Solicito adequação para esconder dreno dos aparelhos de ar condicionado do Laboratório de Expressões Corporais.,Adequação dreno do ar condicionado; Tinta para pintura de parede | Adequação de dreno do ar condicionado,"Adequação dreno do ar condicionado; Comprar tinta Suvinil fosco, cor Ambrosia D028",Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.32,LSTM_BAIXA_CONF,Baixa
2023070276,Solda letreiro,2023-07-11 14:40,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.77147998352185, -39.23434744042999",,Solicito solda da estrutura do letreiro da UFSB que desmontou durante o transporte para o CJA,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.97,LSTM,Baixa
2023070309,Instalação de Adesivo de Porta,2023-07-13 16:15,Fechado,,,,Campus Jorge Amado,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,388.36,,,,#N/A,,"Prezados,

De ordem da Diretora de Infraestrutura, Senhora Lívia Berti Sanjuan Farias, solicito a instalação de adesivo de porta de vidro, conforme modelo e local em anexo.
Desde já, agradeço.

Saudações,",Instalação de Adesivo de Porta,Instalação de Adesivo de Porta,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.33,LSTM_BAIXA_CONF,Média
2023070310,Defeito em maçaneta,2023-07-13 16:23,Fechado,,,,Campus Jorge Amado,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,#N/A,,"Boa tarde,
A maçaneta da porta da sala de aula 01 do CFCAf está com defeito.",,,Hidrossanitária > Hidráulica,,0.79,LSTM_BAIXA_CONF,Baixa
2023070317,Troca de tampas de vasos sanitários dos banheiros de uso do público da CEAME,2023-07-14 11:08,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,151.24,,,,"-17.53488871263804, -39.72388509091665",,"Troca de Tampas de Vasos Sanitários (4 unidades), ao lado da CEAME ( Clínica Escola), que atende à grande fluxo público externo.

Sugestão: Não fazer troca pelo mesmo tipo de tampa que são alcochoadas, rompem com pouco tempo de uso retendo muita sujidade .",Troca de assentos sanitários nos banheiros do CEAME,Troca de assentos sanitários nos banheiros do CEAME,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.34,LSTM_BAIXA_CONF,Baixa
2023070318,Sala de expressões gráficas,2023-07-14 13:42,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Queria ultimar sexta à tarde das 14h as 18h o laboratório de expressões gráficas juntamente com uns colegas do curso de artes para prática de atividades artísticas (desenho, pintura…)",,,Elétrica > Instalações elétricas,,0.34,LSTM_BAIXA_CONF,Baixa
2023070320,Revisão das tomadas,2023-07-14 14:16,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Boa tarde,

Solicito uma revisão das tomadas das bancadas e tv.",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.84,LSTM_BAIXA_CONF,Média
2023110319,Reparo em pilar metálico,2023-11-22 15:12,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,450.27,,,,"-17.533274716800296, -39.72248779186285",,"Prezados, boa tarde.

Solicito reparo em pilar metálico que sustenta o telhado do corredor do bloco administrativo. A base do pilar encontra-se oxidada e parcialmente corroída.",Reparo em pilar metálico,Reparo em pilar metálico que sustenta o telhado do corredor do bloco administrativo,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.55,LSTM_BAIXA_CONF,Baixa
2023070343,fixacao de lousa na parede,2023-07-17 16:26,Fechado,,,,Campus Sosígenes Costa,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-16.424036771315144, -39.13615281834591",,"a lousa substituida na sala do Decanato do IHAC esta presa em um tripe com rodas, o que dificulta sua utilizacao. Ela possui 4 pontos de fixacao (furos para parafusos).
É necessario tirar do tripé e fixa-la na parede (fazer a furação para 4 parafusos e fixar a lousa )",,,Estrutura Predial > Pintura,,0.51,LSTM_BAIXA_CONF,Média
2023070417,Reparo e pintura em diversas paredes na Reitoria,2023-07-25 10:25,Fechado,,,,Reitoria,,,,,Estrutura Predial > Pintura,,,,488.41,,,,"-14.788316740297745, -39.27483123836992",,"Solicito reparo e pintura em paredes na Reitoria, pois apresentam alguns defeitos.",Reparo e pintura em diversas paredes na Reitoria,Reparo e pintura em diversas paredes na Reitoria,Climatização > Ar condicionado,,0.2,LSTM_BAIXA_CONF,Baixa
2023070362,Ventilador com problema de funcionamento.,2023-07-18 15:01,Fechado,,,,Campus Paulo Freire,,,,,Climatização > Ar condicionado split,,,,0,,,,"-17.53580309936994, -39.72869079787053",,Ventilador com problema de funcionamento.,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.48,LSTM_BAIXA_CONF,Baixa
2023070367,FIXAÇÃO DE PORTA,2023-07-19 09:13,Fechado,,,,Campus Jorge Amado,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Bom dia.

Solicito a fixação de uma porta do box do sanitário masculino, situado no segundo andar do prédio do Núcleo Pedagógico.

Atenciosamente,

Matias Costa de Oliviera.",,,Climatização > Ar condicionado,,0.86,LSTM_BAIXA_CONF,Média
2023070368,Defeito ar condicionado,2023-07-19 10:40,Fechado,,,,Campus Jorge Amado,,,,,Climatização > Ar condicionado split,,,,0,,,,"-14.770309469288907, -39.23560995592077",,"O ar condicionado da sala dos técnicos de laboratório, no pavilhão administrativo do campus Jorge Amado, encontra-se com defeito, não esta funcionando.

Fernanda Santos",,,Climatização > Ar condicionado,,0.99,LSTM,Baixa
2023070374,Ar condicionado retornando água,2023-07-19 17:06,Fechado,,,,Campus Jorge Amado,,,,,Climatização > Ar condicionado split,,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Solicito reparo para ar condicionando.
Água retornando pra dentro da sala de aula.",,,Elétrica > Iluminação,,1,LSTM,Média
2023070380,Substituição de lâmpadas queimadas nos Laboratórios de Ciências,2023-07-20 10:12,Fechado,,,,Campus Sosígenes Costa,,,,,Elétrica > Iluminação,,,,0,,,,"-16.424310442233665, -39.1367972326299",,Solicito substituição de lâmpadas nos Laboratórios de Ciências. O mais afetado é o Laboratório de Genética e Biologia Molecular. Cada módulo possui 4 lâmpadas e muitos estão com lâmpadas queimadas. Nesse referido laboratório tem 12 lâmpadas inoperantes. Isso diminui a claridade e afeta as atividades nos laboratórios que demandam um ambiente bem iluminado.,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.54,LSTM_BAIXA_CONF,Baixa
2023070390,Mesa desmontável para a sala de Som do Labsim,2023-07-20 16:34,Fechado,,,,Campus Sosígenes Costa,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-16.423909554595376, -39.13629623502169",,Necessito a disponibilização de uma mesa do tipo desmontável para a sala de som do labsim (sala debaixo da torre),,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.5,LSTM_BAIXA_CONF,Baixa
2023070389,Instalação de um dispensador de sabonete líquido.,2023-07-20 15:54,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Solicito a instalação de um dispensador de sabonete líquido no banheiro do NVGA, perto das salas de reuniões.
Obs.: o dispensador já encontra-se disponível.",,,Elétrica > Instalações elétricas,,0.38,LSTM_BAIXA_CONF,Baixa
2023070424,Instalação,2023-07-25 14:45,Fechado,,,,Campus Paulo Freire,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-17.534582646209113, -39.72461446135704",,Instalar tomada para ligar bebedouro,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.4,LSTM_BAIXA_CONF,Baixa
2023070425,Instalação de projetores nas salas de aula e sala de reunião,2023-07-25 14:51,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Solicitamos, inicialmente, a instalação de
4 PROJETORES (disponiveis no patrimonio do CJA) nos seguintes locais
1 um na sala de REUNIÃO - NVGA
1 um na sala de EVENTOS - NVGA
1 - na sala 01 no NP
1 - na sala 02 do NP

serão disponibilizados , fontes de energia e cabos HDMI, para a devida instalação.
favor apontar quais materiais ainda serão necessários para cumprir com a devida instalação dos equipamentos.",,,"Estrutura Predial > Telhados, calhas, rufos, etc.",,0.14,LSTM_BAIXA_CONF,Baixa
2023070426,Instalação de números residenciais,2023-07-25 14:52,Fechado,,,,Campus Paulo Freire,,,,,"Estrutura Predial > Telhados, calhas, rufos, etc.",,,,0,,,,"-17.532979931742542, -39.7220601067383",,"Instalar número de identificação no muro frontal do Campus Paulo Freire.
Obs: Tem ocorrido algumas dificuldades quanto a identificação do Campus Paulo Freire, principalmente por parte dos entregadores. Pelo fato de ter dois complexos, às vezes eles vão ao lugar errado e não conseguem identificar por não ter uma numeração na parede.",,,Hidrossanitária > ETA / ETE,,0.14,LSTM_BAIXA_CONF,Baixa
2023070432,Poda do Papiro da Wetland no CJA,2023-07-25 15:36,Fechado,,,,Campus Jorge Amado,,,,,Hidrossanitária > ETA / ETE,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Boa tarde
Solicito a manutenção das plantas da wetland, com a realização da poda das mesmas e retida das plantas daninhas.",,,Elétrica > Instalações elétricas,,0.31,LSTM_BAIXA_CONF,Baixa
2023070427,Readequação circuitos elétricos,2023-07-25 15:05,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.77147998352185, -39.23434744042999",,Solicito readequação dos circuitos elétricos dos Laboratórios do NUPES considerando que o disjuntor DR desarma com frequência,,,Elétrica > Iluminação,,0.96,LSTM,Baixa
2023070429,Novos pontos de iluminação,2023-07-25 15:10,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Iluminação,,,,5018.4800000000005,,,,"-14.77147998352185, -39.23434744042999",,Solicito a complementação da iluminação da estrada que liga a portaria até o campus. Favor incluir lâmpadas nas proximidades do ponto de ônibus.,Complementação da iluminação da estrada,Complementação da iluminação da estrada,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.2,LSTM_BAIXA_CONF,Baixa
2023070430,Manutenção estrada,2023-07-25 15:12,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Solicito a manutenção da estrada. Com as recentes chuva, novos buracos surgiram. Faz-se necessário uma solução rápida para que o problema não se agrave.",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,0.12,LSTM_BAIXA_CONF,Baixa
2023070431,Maçanetas,2023-07-25 15:13,Fechado,,,,Campus Jorge Amado,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,0,,,,"-14.77147998352185, -39.23434744042999",,Solicito reparo das maçanetas da porta da sala dos professores e da sala da pós graduação,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.23,LSTM_BAIXA_CONF,Baixa
2023070433,Instalação de quadro branco,2023-07-25 15:36,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.77147998352185, -39.23434744042999",,Solicito a instalação de quadro branco na sala das coordenações de pós graduação,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.22,LSTM_BAIXA_CONF,Baixa
2023070434,Instalação de quadro de avisos,2023-07-25 15:46,Fechado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.770309469288907, -39.23560995592077",,"Solicito a instalação de dois quadros de avisos no pavimento 01 do NUPED.
Os quadros devem ser instalados em frente ao elevador. Os quadros estão disponíveis com a seção de patrimônio.",,,Elétrica > Iluminação,,0.97,LSTM,Baixa
2023070435,Instalação Interruptor three way,2023-07-25 16:04,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Iluminação,,,,50.4,,,,"-14.770309469288907, -39.23560995592077",,Solicito a instalação de interruptores three way no Laboratório de Expressões Corporais (antigo auditório),Instalação Interruptor three way,Instalação Interruptor three way,Elétrica > Instalações elétricas,,0.37,LSTM_BAIXA_CONF,Baixa
2023070436,Instalação de tomadas,2023-07-25 16:08,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-14.770309469288907, -39.23560995592077",,Solicito mudança da altura das tomas do laboratório de expressões corporais (antigo auditório),,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.28,LSTM_BAIXA_CONF,Baixa
2023070437,Instalação de Software de Mensagens,2023-07-25 16:38,Fechado,,,,Campus Paulo Freire,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-17.533274716800296, -39.72248779186285",,"Olá!

Solicito a instalação do software Signal versão web.
Computador número 02, da sala dos professores 02.
Instalar, por favor, nos dois sistemas operacionais: Linux e Windows.
Link para o software: https://signal.org/pt_BR/download/

Agradeço antecipadamente.",,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,1,LSTM,Média
2023070438,FECHADURA DA PORTA DA BIBLIOTECA,2023-07-25 19:13,Fechado,,,,Campus Paulo Freire,,,,,"Estrutura Predial > Esquadrias, porta, portão e janelas",,,,281.93,,,,"-17.532979931742542, -39.7220601067383",,"Gentileza verificarem a fechadura da porta principal da biblioteca, pois estamos com dificuldades em trancá-la.
A chave gira para fechar, mas quando observamos, a porta continua aberta.
Desde já agradecemos.",Reparo na fechadura da porta da biblioteca; Complementar de reparo em fechadura da biblioteca,Reparo na fechadura da porta da biblioteca; Complementar de reparo em fechadura da biblioteca,Estrutura Predial > Infiltração,,0.67,LSTM_BAIXA_CONF,Baixa
2023070440,O local onde havia goteiras voltou a vazar. Agora são vários pontos de,2023-07-26 08:56,Fechado,,,,Reitoria,,,,,Estrutura Predial > Infiltração,,,,0,,,,"-14.788316740297745, -39.27483123836992",,O local onde havia goteiras voltou a vazar. Agora são vários pontos de goteiras ao lados de 2 mesas com computadores. Segue fotos.,,,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,0.51,LSTM_BAIXA_CONF,Baixa
2023070444,Solicito fazer um furo de acesso para o cabo RJ45 do draywall para a p,2023-07-26 09:55,Fechado,,,,Campus Jorge Amado,,,,,TI / Dados / Rede > Ponto de rede / fibra ótica / Wi-fi,,,,0,,,,"-14.770309469288907, -39.23560995592077",,Solicito fazer um furo de acesso para o cabo RJ45 do draywall para a parede e passar o cabo de rede.,,,Estrutura Predial > Infiltração,,0.82,LSTM_BAIXA_CONF,Baixa
2023070447,Infiltração na laje e goteira na sala das incubadoras (antiga ASSUS) no 3. andar da reitoria,2023-07-26 13:28,Fechado,,,,Reitoria,,,,,Estrutura Predial > Infiltração,,,,0,,,,"-14.788316740297745, -39.27483123836992",,"Prezado/a(s)

Na sala das Incubadoras (antiga sala da ASSUS), localizada em frente ao elevador no 3. andar do prédio da reitoria, há uma goteira (significativa), devida à infiltração de água na laje.

Att.,

Valérie",,,Hidrossanitária > Hidráulica,,0.92,LSTM_BAIXA_CONF,Baixa
2023070450,Vazamento de água pelo banheiro feminino (dos fundos),2023-07-26 14:34,Fechado,,,,Campus Jorge Amado,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-14.77147998352185, -39.23434744042999",,"Prezados(as), boa tarde.
O primeiro sanitário ao lado da pia do banheiro dos fundos do núcleo administrativo, está com um grande vazamento de água, criando uma poça d'água, impossibilitando o seu uso. A pia deste mesmo banheiro possui também um vazamento, em que a funcionária precisa deixar sempre um pano ensopando no chão, junto à parede.

Ficaremos no aguardo por solução.",,,Estrutura Predial > Pintura,,0.42,LSTM_BAIXA_CONF,Baixa
2023070452,Pintura e proteção de grades da Reitoria,2023-07-26 14:53,Fechado,,,,Reitoria,,,,,Estrutura Predial > Pintura,,,,101.29,,,,"-14.788316740297745, -39.27483123836992",,Solicito pintura protetora (zarcão) e pintura com tinta esmalte nas grades da Reitoria.,Pintura e proteção de grades da Reitoria,Pintura e proteção de grades da Reitoria,Elétrica > Instalações elétricas,,0.31,LSTM_BAIXA_CONF,Baixa
2023070457,Instalação,2023-07-26 15:57,Fechado,,,,Campus Paulo Freire,,,,,Elétrica > Instalações elétricas,,,,0,,,,"-17.534582646209113, -39.72461446135704",,Instalar tomada para colocação de bebedouro no 1º piso do núcleo pedagógico.,,,Elétrica > Iluminação,,0.95,LSTM_BAIXA_CONF,Baixa
2023070458,Identificação de lâmpadas queimadas na Ceame,2023-07-27 08:30,Fechado,,,,Campus Paulo Freire,,,,,Elétrica > Iluminação,,,,0,,,,"-17.53488871263804, -39.72388509091665",,"Prezados,

Solicito levantamento das quantidades de lâmpadas queimadas no interior da Ceame e no corredor de entrada da mesma. E, se houver possibilidade, substituição da mesma.",,,Hidrossanitária > Hidráulica,,0.97,LSTM,Baixa
2023070459,Vazamento em caixa dágua do conforto da UFSB no HMTF,2023-07-27 08:32,Fechado,,,,Campus Paulo Freire,,,,,Hidrossanitária > Hidráulica,,,,0,,,,"-17.53141331853135, -39.755891048013446",,"Solicito avaliação e, se necessário, o reparo do vazamento em caixa de água do conforto da UFSB no HMTF.",,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.9,LSTM_BAIXA_CONF,Baixa
2023070461,Proteção nas pilastras,2023-07-27 10:14,Solucionado,,,,Campus Jorge Amado,,,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,,,0,,,,"-14.770309469288907, -39.23560995592077",,Solicito instalação de proteção contra impactos na 4 pilastras do Laboratório de Expressões corporais do Núcleo Pedagógico,Proteção nas pilastras; Proteção nas pilastras,Proteção nas pilastras; Proteção nas pilastras,Elétrica > Iluminação,,0.96,LSTM,Baixa
2023070462,Iluminação entrada do Campus,2023-07-27 10:20,Fechado,,,,Campus Jorge Amado,,,,,Elétrica > Iluminação,,,,0,,,,"-14.77147998352185, -39.23434744042999",,Solicito a verificação da iluminação existente. Algumas lâmpadas estão queimadas e precisam ser trocadas.,,,Estrutura Predial > Alvenaria / Pisos / Estrutura,,0.12,LSTM_BAIXA_CONF,Baixa
